customer_id,customer_name,total_revenue,customer_segment
71041,Richard Phillips,199549.99,Low Value
92825,Ashley Hunt,199529.21000000002,Low Value
27222,Samantha Rodriguez,199496.30000000002,Low Value
35414,Jay Mendoza,199469.07,Low Value
30053,Benjamin Cook,199364.84,Low Value
56609,Roberto Parrish,199276.03999999998,Low Value
38310,Jamie Martinez,199276.01,Low Value
91000,David Bryant,199260.94999999998,Low Value
27546,Dr. Emily Fitzgerald Phd,199239.16000000003,Low Value
61610,Mary Ochoa,199220.61000000002,Low Value
80497,Natasha Schultz,199075.87,Low Value
15731,Rhonda Arias,199017.28,Low Value
61338,Javier Stout,198999.18,Low Value
50069,Justin Brennan,198990.87999999998,Low Value
67621,Rebecca Taylor,198975.18,Low Value
28137,Allison Douglas,198969.05,Low Value
49055,Clayton Shaffer,198963.09000000003,Low Value
51382,Michael Alexander,198962.46000000002,Low Value
99733,Mark Ellis,198876.75000000003,Low Value
78851,Tammy Watson,198840.3,Low Value
92174,Christopher Livingston,198742.43,Low Value
96183,Anthony Miller,198738.22000000003,Low Value
29012,Stephanie Alvarez,198637.95,Low Value
96041,Amanda Salazar,198633.2,Low Value
83929,Joanna Pace,198602.47000000003,Low Value
37632,Teresa Martinez,198601.85,Low Value
43635,Jeremy Edwards,198402.88,Low Value
73562,Joshua Hernandez,198305.11000000002,Low Value
76349,Tonya Curry,198245.50999999998,Low Value
39161,Lisa Roach,198000.86,Low Value
88440,Maxwell Gamble,197947.86999999997,Low Value
62170,Kristy Fox,197896.0,Low Value
96033,Barry Fitzgerald,197860.33000000002,Low Value
7303,Terry Day,197851.56999999995,Low Value
17167,Kenneth Lee Iii,197842.42,Low Value
82412,Mark Reyes,197730.16999999998,Low Value
28579,Cesar Cunningham,197696.88,Low Value
6738,Brent Stone,197693.59,Low Value
70141,Kenneth Craig,197658.12000000005,Low Value
57802,John Lowery,197630.13,Low Value
87231,Jamie Chapman,197615.30000000002,Low Value
25645,Eric Anderson,197245.77,Low Value
87487,Alicia Norris,197203.94,Low Value
61172,Wendy Mendez,197195.24,Low Value
73223,Katherine Freeman,197194.15000000002,Low Value
58216,Charles Rios,197088.52000000002,Low Value
11579,James Hall,197044.28000000003,Low Value
80972,Karen Marshall,197026.03000000003,Low Value
24714,Stephanie Holder,197006.27000000002,Low Value
11454,Cheyenne Jackson,196999.9,Low Value
11097,Joshua Smith,196938.22,Low Value
23654,Jacob Henry,196816.28,Low Value
17315,Sydney Fox,196809.01999999996,Low Value
10843,Joshua Henry,196787.47,Low Value
5063,Mary Dennis,196760.02,Low Value
36640,Carolyn Johnson,196545.96000000002,Low Value
41722,Charles Zavala,196508.03,Low Value
67904,Jennifer Peters,196504.76,Low Value
91145,Katherine Buckley,196472.27,Low Value
66523,Larry Schroeder,196448.77,Low Value
85346,Lynn Harvey,196348.41,Low Value
98064,Elizabeth Sullivan,196280.94,Low Value
89092,Jodi Patel,196243.06,Low Value
90919,Jamie George,196192.02999999997,Low Value
84273,Shane Davis,196151.15999999997,Low Value
19524,Nicholas Wolfe,196038.56,Low Value
90674,Jack Holt,195918.66,Low Value
59703,Michael King,195915.03999999998,Low Value
70668,George Hull,195845.39,Low Value
92004,Alexis Martinez,195811.65,Low Value
12482,Mr. Kevin Faulkner,195723.5,Low Value
42373,Vincent Miller,195457.69,Low Value
40213,Melissa Levine,195402.25999999998,Low Value
641,Sarah Clark,195343.93,Low Value
76060,William Ramos,195289.22000000003,Low Value
81947,Joseph Martin,195173.50000000003,Low Value
70736,Aaron James,194985.39999999997,Low Value
32210,Gloria Roberts,194878.39999999997,Low Value
42739,Susan Mosley,194822.9,Low Value
78412,Nichole Lowe,194742.31000000003,Low Value
28461,Anthony Moore,194739.73,Low Value
57275,Todd Davies,194721.21,Low Value
82564,Juan Martinez,194677.7,Low Value
55599,Frank Zhang,194667.84,Low Value
7653,Paul Everett,194661.34999999998,Low Value
46853,Zachary Walker,194656.07,Low Value
92636,Brian Thompson,194638.68999999997,Low Value
31370,Matthew Carpenter,194591.69,Low Value
87588,Martha Nelson,194400.37,Low Value
18477,Helen Rice,194394.88,Low Value
34061,Charles Rodriguez Iii,194341.11000000002,Low Value
43590,Denise Gonzalez,194326.64999999997,Low Value
94685,Daniel Evans,194325.38,Low Value
71737,Edward Bradshaw,194122.72,Low Value
99387,Daniel Gilbert,194109.94,Low Value
71637,Kirsten Medina,194027.41999999998,Low Value
52794,Allen Valdez,193888.27,Low Value
91053,Kristina Perkins,193884.97000000003,Low Value
62094,Bridget Nichols,193861.49,Low Value
70893,Mindy Whitehead,193790.02999999997,Low Value
46269,Bradley Copeland,193712.12999999998,Low Value
56899,Alexandra Gomez,193704.24,Low Value
83020,Andrea Fitzgerald,193591.88,Low Value
38387,Lisa Rice,193440.55,Low Value
67136,Nathaniel Anderson,193400.29,Low Value
20985,Matthew Savage,193289.27000000002,Low Value
69669,Lisa Anderson,193185.59000000003,Low Value
65527,Derrick Shelton,193088.25,Low Value
61943,Jeffrey Gray,193052.07,Low Value
74733,Kyle Morgan,193044.86000000002,Low Value
99790,Amanda Perry,192834.42,Low Value
13151,Michael Farley,192820.69,Low Value
82833,Julia Murillo,192773.19,Low Value
10593,Tammy Clark,192751.62999999998,Low Value
88254,Joshua Alvarado,192624.53999999998,Low Value
74890,Charles Walter,192399.24000000002,Low Value
96238,Tina Gomez,192284.29,Low Value
27993,Justin Shelton,192195.25,Low Value
21776,Michelle Pittman,192036.56000000003,Low Value
24521,April Ford,191955.57,Low Value
55275,Tammy Huff,191824.30000000005,Low Value
28565,Melinda Henderson,191754.46999999997,Low Value
83857,Juan Freeman,191681.38999999998,Low Value
14673,Lisa Adams,191595.69999999998,Low Value
6137,Ian Harris,191547.99,Low Value
99289,David Lloyd,191514.87,Low Value
23121,Lauren Jones,191514.14,Low Value
59886,Marcus Evans,191433.15999999997,Low Value
35783,Brian Washington,191407.65000000002,Low Value
9160,Mark Greene,191342.83000000002,Low Value
47551,Kenneth Mendez,191322.65,Low Value
95744,Matthew Brooks,191171.25,Low Value
66030,Manuel Griffin,191138.64,Low Value
66030,Manuel Griffin,191138.64,Low Value
59910,Michael Ingram,191090.89,Low Value
78247,Daniel Peters,191079.16999999998,Low Value
21272,Gary White,191044.47999999998,Low Value
72562,Leslie House,191039.35,Low Value
67509,Janet Williams,191037.86000000002,Low Value
54650,Andrew Rodgers,190917.8,Low Value
44204,Christy Steele,190914.28000000003,Low Value
99927,Julie Moreno,190785.03000000003,Low Value
9711,Justin Oliver,190779.19,Low Value
69277,Charles Lopez,190728.02999999997,Low Value
21768,Tara Jackson,190582.47,Low Value
25150,Rita Williams,190553.82,Low Value
38201,Eric Lambert,190453.21,Low Value
12106,Christine Clarke,190440.44,Low Value
58399,William Morales,190413.94,Low Value
89994,Austin Harris,190405.16,Low Value
41702,Jennifer Reynolds,190324.75,Low Value
71775,David Sims,190324.0,Low Value
44663,Justin Mays,190322.17,Low Value
92407,Eileen Preston,190321.3,Low Value
37130,Michelle Dominguez,190115.47999999998,Low Value
88678,Scott Olson,190091.62,Low Value
19617,Cody Tran,189972.81000000003,Low Value
74678,Molly Hanson,189917.69,Low Value
23623,Nicholas Bowers,189873.61,Low Value
21774,Mackenzie Edwards,189857.25,Low Value
52902,Tony Mills,189856.52,Low Value
49235,Phillip Thomas,189791.09999999992,Low Value
77451,David Miller,189738.79,Low Value
25725,Christopher Hall,189447.50000000003,Low Value
97478,Reginald Cooke,189376.31,Low Value
89010,Jessica Smith,189260.05999999997,Low Value
72932,Cameron Bryant Dvm,189232.38,Low Value
41799,Jody Cunningham,189210.14999999997,Low Value
47679,John Walsh,189097.16999999998,Low Value
94822,Jeffrey Perry,188958.19000000003,Low Value
17151,Aaron Morales,188945.64,Low Value
90777,Stephen Sloan,188724.59,Low Value
19934,Kim Daniel,188706.66999999998,Low Value
77450,Jonathan Knight,188698.38999999996,Low Value
74412,Megan Powell,188680.56,Low Value
74412,Megan Powell,188680.56,Low Value
48253,Daniel Phillips,188594.72,Low Value
88792,Jennifer Dunn,188530.9,Low Value
40539,David Davidson,188437.23,Low Value
49096,Jimmy Moore,188402.25999999998,Low Value
43496,Scott Gillespie,188372.58,Low Value
88018,Amy Mcgee,188345.21000000002,Low Value
69699,Michelle Cortez,188341.56,Low Value
71062,Thomas Lopez,188337.63,Low Value
39599,Brandy Barnes,188292.0,Low Value
11815,James Hughes,188276.10000000003,Low Value
63755,Michael Allen,188216.35,Low Value
11342,James Quinn,188200.94000000003,Low Value
4644,Caitlyn Waters,188188.81000000003,Low Value
99371,Teresa Howell,188115.20000000004,Low Value
96338,Mary Olson,188093.58000000002,Low Value
28328,Mr. Jesse Bennett,188078.28,Low Value
34783,Cody Mcdowell,188059.47000000003,Low Value
76486,Robert Smith,187822.21000000002,Low Value
13915,Peter Weber,187821.75999999998,Low Value
13915,Peter Weber,187821.75999999998,Low Value
64814,Tim Calhoun,187724.68000000002,Low Value
26368,Elizabeth Roberts,187536.41000000003,Low Value
59869,Troy Perez,187518.58000000002,Low Value
99362,Paul Mcdonald,187509.65,Low Value
89592,Kevin Baker,187498.63,Low Value
76106,Yesenia Clark,187488.47999999998,Low Value
43760,Mr. Joseph Stafford,187441.94,Low Value
67021,Alan Cannon,187339.83000000002,Low Value
79760,Michael Fox,187293.24,Low Value
53095,James Gardner,187261.79,Low Value
31705,Joshua Lin,187236.63,Low Value
56721,Veronica Miller,187036.51,Low Value
59909,Theodore Jackson,187012.37,Low Value
14211,Sean Conner,186872.21000000002,Low Value
90173,Julie Daniel,186840.02000000002,Low Value
54924,Meghan Oneill,186699.41999999998,Low Value
52695,Amanda Jensen,186659.54,Low Value
41002,Olivia Simon,186637.48,Low Value
12165,Gail Vasquez,186567.83999999997,Low Value
28753,Bryan White,186302.38,Low Value
17876,Penny Rangel,186277.89,Low Value
8197,Wayne Ewing,186276.7,Low Value
38176,Jeremiah Diaz,186247.96,Low Value
6839,Thomas Guerrero,186151.43,Low Value
11203,Mark Carr,186133.0,Low Value
69681,Alexandra Hill,186104.08999999997,Low Value
10625,Donald Pierce,186028.7,Low Value
64726,Jennifer Mayer,185903.91,Low Value
82675,Jason Burns,185822.67,Low Value
70522,Nancy Wood,185708.34999999998,Low Value
78928,Sheila Hendricks,185433.02000000002,Low Value
23596,Christopher Howard,185420.26,Low Value
91892,David Lee,185411.33,Low Value
56118,Mallory Sims,185403.0,Low Value
59838,Brian Brooks,185381.75,Low Value
24716,Mark Adams,185302.07,Low Value
36259,Danielle Garcia,185200.33,Low Value
464,Jennifer Powers,185103.98000000004,Low Value
78177,Michael Miller,184709.76000000004,Low Value
72082,Kayla Mckinney,184699.27999999997,Low Value
41476,Joann Montes,184659.45999999996,Low Value
72276,Monica Kelly,184645.02000000002,Low Value
98261,Lynn Roberts,184615.71,Low Value
13948,Daniel Jones,184615.3,Low Value
69933,Joseph Schmidt,184610.88,Low Value
85017,Mr. Juan Peterson,184569.16999999998,Low Value
12711,John Wright,184339.44,Low Value
47796,Amy Torres,184310.81,Low Value
83641,Jamie Bradshaw,184291.03000000003,Low Value
2424,Timothy Gonzalez,184263.53,Low Value
22374,William Riley,184174.88,Low Value
8189,Ryan Livingston,184047.58,Low Value
66857,Amy Simmons,183837.72999999998,Low Value
80756,Jessica Williams,183834.84999999995,Low Value
73976,Wendy Armstrong,183807.26,Low Value
76619,Charles Sanchez,183789.92,Low Value
54175,Craig Beck,183715.34000000003,Low Value
9993,Barry Lopez,183504.35,Low Value
27869,Ivan Espinoza,183351.0,Low Value
82912,Stuart Armstrong,183335.97,Low Value
70013,Patricia Stone,183101.29,Low Value
99974,Denise Smith,183051.05,Low Value
11958,Brandon Chase,182953.47,Low Value
79350,Brandon Swanson Md,182938.47999999998,Low Value
27730,Jerry Moore,182783.02,Low Value
82413,Garrett Fitzgerald,182750.72,Low Value
28275,Lisa Moore,182714.91,Low Value
28914,Maria Bates,182676.09999999998,Low Value
89175,Lindsay Spears,182620.45,Low Value
582,Mikayla Scott,182607.15000000002,Low Value
33216,Ronald Gonzalez,182601.5,Low Value
87980,David Pruitt,182559.93,Low Value
75967,Thomas Hammond,182404.62,Low Value
97823,Nicole Mendoza,182385.57,Low Value
88120,Renee Horton,182363.64,Low Value
86314,Erik Carey,182315.22999999998,Low Value
48508,Melissa Barker,182207.74,Low Value
47004,Frances Jackson,182157.80999999997,Low Value
13219,Mrs. Angela Wang Dvm,181972.05,Low Value
81376,John Weeks,181864.5,Low Value
92417,Donna Williams,181849.09000000003,Low Value
46904,Ross Stephenson,181813.53999999998,Low Value
11151,Mark Lyons,181793.97999999998,Low Value
37507,Albert Hendrix,181765.83000000002,Low Value
23478,Susan Leon,181697.34000000003,Low Value
62351,Jeffrey Jacobs,181675.56999999995,Low Value
99160,Stephanie Knight,181616.33,Low Value
64012,Cheryl Jones,181517.11,Low Value
25718,Christina Baker,181427.03000000003,Low Value
2347,Charles Harris,181407.65,Low Value
67337,Maria Miller,181272.14999999997,Low Value
67411,Stephanie Keller,181063.55,Low Value
395,Michelle Price,180900.50999999995,Low Value
46917,Jessica Washington Md,180839.53000000003,Low Value
27104,Taylor Moore,180720.27,Low Value
43072,Robert Young,180699.87000000005,Low Value
46736,Mr. Robert Mays Md,180630.13,Low Value
75259,Andrea Hill,180620.59999999998,Low Value
99479,Donald Mueller,180556.77,Low Value
95080,Pamela Villarreal,180397.92,Low Value
40118,Eric Perez,180391.77999999997,Low Value
32701,Amanda Jennings Dds,180388.40000000002,Low Value
60851,Nicole Wood,180387.09,Low Value
3878,Timothy Saunders,180379.11000000002,Low Value
14713,Joy Barker,180372.13,Low Value
98690,Kathryn Ruiz,180356.69,Low Value
64691,Heather Welch,180321.60000000003,Low Value
17481,Joseph Vaughan Md,180275.84000000003,Low Value
99725,Pamela Rogers,180226.36,Low Value
5852,Brandon Mcclure,180098.18,Low Value
25433,Erica Strickland,180071.25,Low Value
27702,Gina Richards,179721.46,Low Value
27702,Gina Richards,179721.46,Low Value
66144,Charles Wilcox,179469.78,Low Value
35896,Alexa Best,179312.51,Low Value
48866,Gary Jackson,179077.67,Low Value
35637,Shawn Hunter,179036.22000000003,Low Value
73258,Mr. Brian Fernandez,178961.43999999997,Low Value
4248,Michelle Tyler,178957.22000000003,Low Value
15149,Alexandra Cameron,178844.86000000002,Low Value
6616,Daniel Woodward,178815.62999999998,Low Value
3960,Ashley Dodson,178815.00999999998,Low Value
493,Bruce Martin Jr.,178582.5,Low Value
96506,Jonathan Dickerson,178569.07,Low Value
96506,Jonathan Dickerson,178569.07,Low Value
95758,Cole Ramos,178366.69,Low Value
13776,Denise Sutton,178336.28999999998,Low Value
13322,Mr. John Mejia Dds,178307.39,Low Value
88126,Lori Smith,178282.62999999998,Low Value
69524,Mary Rodgers,178269.66000000003,Low Value
10529,Sean Williams,178225.57,Low Value
18842,Ryan Brown,177998.78,Low Value
13493,Sandra Bowman,177969.40000000002,Low Value
24908,Rebecca Jennings Md,177890.96,Low Value
54761,Natalie Mann,177841.66999999998,Low Value
77890,Matthew Mercer,177706.69,Low Value
47977,Lisa Park,177679.92,Low Value
47423,Jacob Morales,177622.24000000005,Low Value
30693,Theresa Riley,177587.47999999998,Low Value
52300,Frederick Kim,177464.09000000003,Low Value
37934,Alfred Tucker,177410.53000000003,Low Value
34183,Kimberly Carter,177341.75,Low Value
80612,Laura Salazar,177284.00999999998,Low Value
31206,Angela Martin,177282.87000000005,Low Value
35181,John Adams,177275.01,Low Value
55944,Emily Sandoval Md,177195.88,Low Value
51539,Morgan Miller,177127.03,Low Value
36257,Sheri Turner,177053.53999999998,Low Value
85154,Jonathan Ellis,177048.65,Low Value
48009,Seth Price,176817.01,Low Value
42137,Tina Johnson,176594.64,Low Value
74732,Casey Ellis,176526.02000000002,Low Value
35334,Jeffery Pena,176490.03,Low Value
42259,Scott Douglas,176472.57,Low Value
92862,Francisco Webster,176355.52000000002,Low Value
40380,Jesus Dennis,176304.39,Low Value
88502,Andrea Reese,176244.23000000004,Low Value
66418,Amy Miller,176229.72,Low Value
30703,William Ball,175996.46999999997,Low Value
80374,Nicole Young,175935.33999999997,Low Value
44684,Shannon Sanders,175925.86000000002,Low Value
11346,Denise Shaw,175905.64,Low Value
81505,Donald Jennings,175890.88,Low Value
11657,Nicholas Pineda,175844.72,Low Value
35908,Joseph Harris,175817.96,Low Value
58096,Ethan Cruz,175817.59000000003,Low Value
86401,Stephen Barry,175764.39,Low Value
99546,Andrew Jones,175640.02000000002,Low Value
10340,Erik Rodriguez,175506.97,Low Value
33410,Joseph Thornton,175465.14999999997,Low Value
58983,Frank Romero,175366.71000000002,Low Value
22727,Jeffery Garcia,175360.26999999996,Low Value
89236,Robert Hodge,175232.36,Low Value
21495,John Swanson,175179.12,Low Value
66638,Catherine Olson,175141.43000000002,Low Value
28497,Valerie Lewis,175071.71,Low Value
84035,Melanie Navarro,175038.26,Low Value
49028,Timothy Rivas,174959.47,Low Value
63299,Alexander Shepherd,174932.97999999998,Low Value
33170,John Blair,174855.25,Low Value
13124,Nathan Nguyen,174790.06,Low Value
17814,Charles Mcdonald,174753.85,Low Value
31478,Ashley Mendoza,174750.48000000004,Low Value
36731,Tiffany Herring,174744.22000000003,Low Value
41220,Christina Whitney,174730.35000000003,Low Value
87757,Eric Smith,174725.3,Low Value
52922,Anthony Hunter,174632.68,Low Value
8643,Mr. Jason Hensley Md,174497.89999999997,Low Value
3817,James Thompson,174482.63,Low Value
28673,Thomas Richards,174470.61,Low Value
3743,Stephen Butler,174432.65000000002,Low Value
55029,Kayla Rodriguez,174402.13,Low Value
11439,Patrick Chavez,174274.92,Low Value
5743,Jamie Park,174233.2,Low Value
5805,Ryan Gonzalez,174196.57,Low Value
46959,Melissa Miller,174171.2,Low Value
20197,Tyler Jacobs,174099.09000000003,Low Value
22839,James Vang,174096.26,Low Value
6886,Dennis Roberson,174038.77000000002,Low Value
63514,Emily Castro,173998.39,Low Value
63285,Loretta Proctor,173924.24,Low Value
42331,Yolanda Ortiz,173892.9,Low Value
24605,Lisa Brown,173877.01,Low Value
2454,Austin Allen,173805.00999999998,Low Value
36852,Jason Morgan,173724.83000000002,Low Value
43695,Paula Wyatt,173709.75,Low Value
35894,Alicia Hicks,173630.31,Low Value
91976,Scott Ramos,173615.4,Low Value
42320,Patricia Vaughn,173595.44,Low Value
94665,Andrew Black,173554.06,Low Value
11164,John Jackson,173539.74,Low Value
70062,Lori Rosales,173484.88999999998,Low Value
61339,Jessica Wallace,173428.37999999998,Low Value
70957,Kelly Joyce,173369.94000000003,Low Value
97216,Steven Hayden,173300.62999999998,Low Value
14920,Luke Kelly,173154.86,Low Value
90299,Michael Martin,173136.14,Low Value
65098,Lisa Martin,173125.03999999998,Low Value
84331,Leslie Murray,173110.02999999997,Low Value
50029,Paul Hodge,173015.42,Low Value
89591,Lori James,173004.05,Low Value
45947,Debra Hayes,172999.27000000002,Low Value
73997,Monica Williams,172932.03,Low Value
72503,Marissa Alexander,172915.28999999998,Low Value
84239,Joshua Meadows,172812.81,Low Value
59411,Stephen Jackson,172760.47,Low Value
19076,Christina Bradley,172734.11000000002,Low Value
6849,Daniel Carroll,172704.43000000002,Low Value
59447,Tonya Roberts,172703.44,Low Value
42696,Marcus Ruiz,172652.63999999996,Low Value
50524,Julie Jensen,172619.29000000004,Low Value
31243,Sarah Peterson,172475.13999999998,Low Value
14870,Caitlin Holland,172371.26,Low Value
13998,Patricia Chen,172370.2,Low Value
73468,Barry Moyer,172270.32,Low Value
52964,Melissa Torres,172141.73,Low Value
54402,Marc Jenkins,172136.42,Low Value
37581,Heidi Ross,172115.69999999998,Low Value
76209,David Stevens,172066.16999999995,Low Value
60355,Philip Dunn,172064.24,Low Value
93044,Melody Fields,172014.74,Low Value
37799,Angela Mosley,172012.21000000002,Low Value
90073,Matthew Edwards,172000.18,Low Value
73733,Julia Patterson,171929.32,Low Value
94075,John Wilson,171887.13999999996,Low Value
85442,Todd Holloway,171883.02000000002,Low Value
79573,James Gray,171872.3,Low Value
25790,Jacob Carter,171859.62000000002,Low Value
47282,Jose Tran,171839.57,Low Value
62729,Jacqueline Davis,171816.95,Low Value
53209,Ricardo Watts,171728.99,Low Value
68921,Dustin Perry,171638.13,Low Value
68495,Michelle Smith,171613.53999999998,Low Value
88491,Brandon Robinson,171531.28999999998,Low Value
73180,Jacob Webb,171496.24000000002,Low Value
77021,Melissa Becker,171490.8,Low Value
84149,David Thomas,171374.36000000002,Low Value
74907,Kyle Greer,171363.45,Low Value
43180,Scott Goodman,171328.47999999998,Low Value
46193,Darrell Valdez,171266.96000000002,Low Value
55910,Mark Wood,171222.06,Low Value
91467,Courtney Carlson,171209.76,Low Value
72103,Mrs. Maria Collins,171121.16,Low Value
147,Matthew Turner,171088.17,Low Value
37546,Jennifer Fritz,171084.65000000002,Low Value
13440,Bradley Schroeder,170996.15,Low Value
62014,Shari Williams,170906.7,Low Value
37142,Jason Johnson,170879.85,Low Value
90060,Matthew Harris,170862.56000000003,Low Value
85349,Scott Monroe,170855.98,Low Value
85349,Scott Monroe,170855.98,Low Value
80984,Todd Young,170855.95,Low Value
12263,Michael Valencia,170851.47,Low Value
98553,Rachel Bright,170726.06999999998,Low Value
24995,Russell Wilcox,170725.98,Low Value
34372,Jessica Monroe,170633.79000000004,Low Value
16401,Craig Fields,170521.31,Low Value
44120,Natasha Chambers,170419.07,Low Value
24694,Allen Willis,170411.16999999998,Low Value
95524,Alicia Vasquez,170331.05999999997,Low Value
12682,Justin Taylor,170319.96000000002,Low Value
33289,Kenneth Page,170140.72999999998,Low Value
3240,Jon Thornton,170120.08,Low Value
73367,John Gibson,170075.1,Low Value
70939,Devin Phillips,169878.05000000002,Low Value
1317,Michael Gonzalez,169783.91,Low Value
92334,Jenna White,169676.35,Low Value
51414,Gregory Burns,169666.11,Low Value
96176,Shannon West,169650.17,Low Value
85900,Denise Chen,169595.87999999998,Low Value
28691,Calvin Campbell,169523.5,Low Value
64490,Elizabeth Lane,169486.48,Low Value
13342,William Romero,169436.99,Low Value
87368,Stephanie Alvarado,169378.25,Low Value
45232,Barbara Hunter,169335.09999999998,Low Value
84376,Alyssa Russell,169284.31,Low Value
16443,Ian Bryant,169179.53,Low Value
30513,Adam Rodriguez,169162.18000000002,Low Value
91156,Amanda Wilson,169113.34999999998,Low Value
90922,Jeff Bryant,169041.87000000002,Low Value
77049,Robert Smith,168988.84999999998,Low Value
13923,Jerome Henry,168979.29,Low Value
92695,Dennis Bridges,168964.21,Low Value
62130,Terry Daniel,168868.07,Low Value
44619,John Shaw,168856.06,Low Value
81190,Heidi Brown,168809.78999999998,Low Value
28954,Diane Deleon,168761.02000000002,Low Value
80533,Holly Burns,168702.2,Low Value
5505,Joel Williams,168695.2,Low Value
90103,Jared Bridges,168640.94,Low Value
37461,Alice Maxwell,168607.38999999998,Low Value
75288,Daniel Garcia,168605.02,Low Value
25041,Carlos Mason,168550.85,Low Value
83359,Jacqueline Wheeler,168520.58000000002,Low Value
21581,Savannah Day,168472.88,Low Value
6378,Bailey Douglas,168443.28,Low Value
6812,Stephen Wilson,168350.12,Low Value
53432,Anthony Colon,168302.93,Low Value
25483,Gary Rodriguez,168247.65,Low Value
71701,Crystal Rosales,168220.05000000002,Low Value
71547,Joshua Bradshaw,168172.82,Low Value
19292,Ryan Thomas,168087.78000000003,Low Value
46296,Michael Sherman,168087.24,Low Value
10001,Debbie Sullivan,167931.77,Low Value
28600,Joel Becker,167719.35,Low Value
40718,Jennifer Carrillo,167683.25,Low Value
31086,Anthony Taylor,167566.82,Low Value
30597,Carl Harris,167480.67,Low Value
84567,Sergio Jenkins,167430.72,Low Value
29135,Kelly Johnson,167378.68,Low Value
56316,Dr. Roy Hudson,167270.97000000003,Low Value
68070,Joseph Marshall,167133.31999999998,Low Value
57762,Amanda Morrison,167110.5,Low Value
80189,Aaron Brown,167077.62000000002,Low Value
99014,Patricia Reyes,167056.96000000002,Low Value
27578,Diane Colon,167034.38,Low Value
51257,Mathew Hopkins,167018.36,Low Value
24149,Daniel Lynch,167013.57,Low Value
19344,Michelle Wheeler,167007.46999999997,Low Value
57066,Jacob Stewart,166873.87,Low Value
15179,Matthew Patton,166728.59999999998,Low Value
58613,Ashley Aguirre,166713.0,Low Value
14316,Audrey Cruz,166620.79,Low Value
71708,Christopher Long,166582.99,Low Value
97162,Brian Morris,166368.6,Low Value
45410,Alice Burke,166208.75000000003,Low Value
31355,Traci Bryant,166181.36,Low Value
86250,Mary Wilson,166042.76000000007,Low Value
37013,Donald Gray,166008.69,Low Value
13408,Mr. Eric Stevens,166008.21999999997,Low Value
78727,Wayne Barber Jr.,165904.58999999997,Low Value
78430,Gary Brady,165855.8,Low Value
30478,Rose Wilson,165822.42,Low Value
36392,Emily Hamilton,165790.99000000002,Low Value
25125,Dustin Craig,165522.87000000002,Low Value
83095,Jillian Fields,165302.01,Low Value
28420,Brian Greene,165276.96,Low Value
87255,Crystal Smith,165273.86000000004,Low Value
87197,Scott Phillips,165179.44000000003,Low Value
97383,Nichole Wolf,165161.24,Low Value
99068,Mrs. Karen Adams,165142.41000000003,Low Value
83912,Ashley Johnson,164918.93,Low Value
49287,Travis Miles,164788.08999999997,Low Value
94683,Brian Lewis,164759.78999999998,Low Value
51642,Melissa Vasquez,164685.46,Low Value
3526,Lauren Hart,164628.5,Low Value
87907,Richard Pace,164599.7,Low Value
59804,Dalton Clark,164589.71,Low Value
77848,Gerald Yang,164587.65000000002,Low Value
6955,Brenda Sullivan Dvm,164570.15,Low Value
49440,Lisa Heath,164519.77999999997,Low Value
7822,Vanessa Gray,164514.41,Low Value
64235,Nicholas Wheeler,164505.72,Low Value
14264,John Davis,164483.04,Low Value
62087,Daniel Rosales,164323.11000000002,Low Value
84209,Terri Thompson,164301.93000000002,Low Value
87500,Omar Ortiz,164200.27000000002,Low Value
2449,Andrea Cruz,164187.65,Low Value
64841,Wendy Williams,164107.27000000002,Low Value
7525,Melissa Johnson,164030.68000000002,Low Value
24616,Gary Mckinney,164020.73000000004,Low Value
1253,Darrell Miles Dds,163945.22000000003,Low Value
30781,Steven Reyes,163849.6,Low Value
38715,Bonnie Le,163735.90999999997,Low Value
9699,Jacqueline Miles,163703.22,Low Value
11181,Tony Turner,163671.56,Low Value
97783,Lauren Sanchez,163653.35,Low Value
47351,Michele Nichols,163610.59000000003,Low Value
44402,Matthew Garrett,163593.90999999997,Low Value
11886,Erik Jackson,163553.68999999997,Low Value
77749,Christopher Decker,163324.41,Low Value
56491,Angela Green,163257.49,Low Value
26717,Victoria Fitzgerald,163137.13,Low Value
35720,Samuel Cook,162999.60000000003,Low Value
48509,Bonnie Abbott,162940.80000000002,Low Value
6456,Vicki Thompson,162935.58000000002,Low Value
53046,Robert Conley,162894.84,Low Value
9773,Elizabeth Barber,162846.37,Low Value
63020,Christopher Guerra,162757.23,Low Value
96378,Jeremiah Williams,162756.21000000002,Low Value
20991,Johnny Wagner,162750.03999999998,Low Value
42164,Zachary Hernandez,162737.66,Low Value
75903,Stephen Padilla,162716.26,Low Value
9345,Laura Bruce,162691.02000000002,Low Value
21590,Michelle Henry,162687.32,Low Value
11283,Kristen Harmon,162685.69,Low Value
99872,Henry Copeland,162682.47,Low Value
98809,Elizabeth Williams,162675.00999999998,Low Value
29843,Kelly Shea,162584.15000000002,Low Value
64482,Kyle Ball,162565.11,Low Value
2141,Johnny Stewart,162518.97999999998,Low Value
9411,Rebecca Morse,162495.16,Low Value
67609,Sandra Jones,162435.59,Low Value
78294,Roberta Moreno,162421.79,Low Value
56635,Judith Conner,162329.09,Low Value
39776,Timothy Jones,162290.68000000002,Low Value
82762,Patrick Garcia,162279.88,Low Value
37443,Douglas Anderson,162145.52000000002,Low Value
16733,Brian Taylor,162126.16,Low Value
