customer_id,customer_name,total_sessions,total_revenue,churn_risk
10037,Ryan Williams,2,7114.780000000001,Active
87756,Ronnie Dean,2,5043.6,Active
16165,Robert Gray,2,2632.58,Active
15708,Rebecca Silva,2,9251.36,Active
64195,Paul Jones,2,4156.87,Active
25769,Pamela Walter,2,6756.5599999999995,Active
8706,Norma Smith,2,7518.06,Active
40712,Nicole Robbins,2,1671.75,Active
56552,Michael Moore,2,8428.92,Active
2409,Melanie Schultz,2,10341.14,Active
57912,Matthew Reyes,2,2963.42,Active
52435,Mary Watson,2,7782.19,Active
90205,Lisa Kim,2,10564.050000000001,Active
2157,Leslie Allen,2,11576.49,Active
38434,Kevin King,2,6198.72,Active
83951,Julie Hernandez,2,10927.02,Active
99069,Joshua Moreno,2,16298.68,Active
3812,Jessica Vaughn,2,7342.040000000001,Active
54881,Jenna Johnson,2,18172.33,Active
95906,Eugene Harris,2,7370.03,Active
5032,Eileen Young,2,30031.440000000002,Active
19576,Donna Barnett,2,8203.789999999999,Active
10610,David Hughes,2,11374.45,Active
32357,Christopher Hamilton,2,2895.09,Active
15293,Christine Church Md,2,6150.26,Active
51806,Austin Rowland,2,10443.21,Active
66576,Tina Thompson,2,20804.62,Active
36633,Timothy Butler,2,5329.629999999999,Active
62444,Tara Roman,2,3361.0199999999995,Active
74107,Robin Wright,2,44018.32,Active
10687,Richard Mason,2,4150.0599999999995,Active
13993,Rebecca Carr,2,6328.41,Active
13399,Nicholas Weber,2,9254.150000000001,Active
46466,Mr. James Young Md,2,9044.81,Active
55008,Melissa Floyd,2,5319.67,Active
81262,Meagan Butler,2,9062.97,Active
26003,Matthew Burns,2,4617.5,Active
45389,Mary Madden,2,11218.68,Active
98347,Mark Merritt,2,1585.8700000000001,Active
56665,Marissa Bates,2,5721.38,Active
39360,Maria Santana,2,8755.33,Active
95982,Jacqueline Wilcox,2,8488.92,Active
76955,Fernando Ross,2,7156.209999999999,Active
67870,Emily Brown,2,7816.7,Active
80200,Destiny Knight,2,2285.37,Active
55895,Darius Parker,2,35158.47,Active
41812,Briana Ramirez,2,5087.68,Active
24430,Brian Willis,2,6053.36,Active
73068,Bonnie Campbell,2,7898.25,Active
64444,Antonio Marks,2,90249.58,Active
969,Anthony Gentry,2,7093.98,Active
84710,Adam Jenkins,2,5621.95,Active
19480,Thomas Hardin,2,7604.43,Active
99683,Stephen Lowe,2,5153.150000000001,Active
25178,Stephanie Hardy,2,18025.67,Active
36382,Robert White,2,9153.08,Active
60362,Kerry Williams,2,5758.85,Active
76327,Kayla Osborne,2,9023.189999999999,Active
29007,Jordan Porter,2,49541.119999999995,Active
94677,James Brewer,2,2697.5,Active
4663,Fernando Day,2,12186.1,Active
79014,Emily Santiago,2,6602.3099999999995,Active
5105,Donald Olson,2,2346.1,Active
33036,Denise Walsh,2,7592.9400000000005,Active
48276,David Mercado,2,2253.8,Active
74859,Daniel Smith,2,4279.790000000001,Active
97462,Colleen Anderson,2,3700.2599999999998,Active
7656,Carrie Middleton,2,9713.550000000001,Active
87662,Caroline Williams,2,7396.01,Active
27827,Brandon Oliver,2,67783.73000000001,Active
27295,Amber Rowe,2,10714.27,Active
16621,Amanda Miller,2,80513.89,Active
40448,Adam Byrd,2,4798.97,Active
62488,Vanessa Rodriguez,2,8982.509999999998,Active
49919,Stephen Greene,2,9508.97,Active
46135,Sally Parker,2,13176.43,Active
40465,Nicole Jones,2,7574.91,Active
71256,Mrs. Joann Walker,2,3263.6699999999996,Active
16696,Michelle Nichols,2,3037.29,Active
86938,Michael Eaton,2,8216.15,Active
18119,Kristin Rios,2,7301.849999999999,Active
72244,John David,2,16350.439999999999,Active
99056,John Cortez,2,19733.97,Active
77901,Jessica Coleman,2,4460.25,Active
78866,Jeremy Brooks,2,4717.5599999999995,Active
62565,James Bates,2,6271.1900000000005,Active
73829,Ian Black,2,7130.95,Active
94543,Dawn Ross,2,15333.45,Active
94869,Daniel Watson,2,10972.82,Active
91963,Amber Long,2,9577.11,Active
19316,Timothy Adams,2,1460.6000000000001,Active
19659,Sandra Cunningham,2,5413.67,Active
867,Sally Good,2,9464.75,Active
20360,Melanie Rodgers,2,6947.109999999999,Active
15433,Mary Harrison,2,13991.1,Active
29680,Mark Parrish,2,35105.96,Active
58944,Krystal Sosa,2,12570.77,Active
41501,Kristin Velasquez,2,14048.960000000001,Active
13847,Kenneth Nelson,2,18390.809999999998,Active
18493,Katherine Bell,2,5318.879999999999,Active
15908,Joshua Sparks,2,8610.34,Active
42839,Jennifer Holt,2,9207.980000000001,Active
3472,Janice Daniels,2,6645.0,Active
29171,Jaime Martinez,2,7329.45,Active
85135,Jacob Bell,2,32488.52,Active
28850,Holly Wade,2,4118.17,Active
95347,David Gilbert,2,19018.96,Active
48383,Dana Dyer,2,7727.31,Active
37565,Curtis Morales,2,6108.72,Active
69008,Cody Olson,2,14788.64,Active
10564,Christina Luna,2,24572.22,Active
19725,Carrie Owen,2,3485.8500000000004,Active
39713,Briana Taylor,2,10444.48,Active
62622,Andrea Lambert,2,19996.170000000002,Active
79871,Valerie Le,2,59332.29,Active
45449,Valerie Kirk,2,11133.01,Active
45153,Timothy Jackson,2,8648.119999999999,Active
30839,Sheena Joseph,2,1507.6,Active
70748,Olivia Brock,2,4556.73,Active
51564,Michelle George,2,4236.87,Active
66277,Matthew Horne,2,9774.189999999999,Active
24016,Laura Graham,2,5227.35,Active
74063,Krystal Ford,2,5025.55,Active
15301,Kevin Leon,2,25039.199999999997,Active
89448,Jennifer Clay,2,1264.67,Active
49577,Janice Smith,2,4201.31,Active
11279,James Montgomery,2,6362.490000000001,Active
28018,Darryl Gross,2,9966.74,Active
13337,Daniel Bailey,2,2658.88,Active
38754,Charles Castillo,2,35559.6,Active
41989,Chad Hughes,2,3485.6,Active
33273,Cesar Stone,2,54056.350000000006,Active
34890,Alexander Davis,2,4052.6100000000006,Active
38471,Thomas Thompson,2,8791.66,Active
93998,Taylor Flores,2,3326.05,Active
75324,Parker Carrillo,2,5966.280000000001,Active
78464,Nathan Sullivan,2,42211.729999999996,Active
19924,Michael Henry,2,13035.0,Active
9755,Matthew Rodriguez,2,3732.44,Active
86680,Linda Thompson,2,79658.78,Active
26553,Keith Larson,2,2848.88,Active
66711,Kayla Schmitt,2,11957.36,Active
47514,John Smith,2,4728.54,Active
52703,Jason Simmons,2,1701.9099999999999,Active
18637,Jasmine Rice Md,2,4720.3,Active
30652,Jamie Terry,2,10740.77,Active
48158,Donald Graham,2,4108.92,Active
1808,Diane Murray,2,26624.489999999998,Active
79023,Brandon Turner,2,13909.679999999998,Active
77439,Brandon Gonzalez,2,13951.880000000001,Active
49060,Ashley Gray,2,18589.15,Active
56924,Anne Stokes,2,41828.020000000004,Active
91870,Anna Campbell,2,8798.66,Active
16596,Angela Smith,2,7919.91,Active
4184,Amanda Thompson,2,9091.76,Active
98342,Whitney Perez,2,4696.549999999999,Active
80464,Victor Sullivan,2,5397.72,Active
35103,Sean Dickson,2,7868.65,Active
73112,Robin Rodriguez,2,23238.98,Active
56864,Robin Collins,2,12984.41,Active
11961,Patricia Howard,2,8270.44,Active
54871,Mrs. Ashley Bray,2,4036.4,Active
95840,Mark Gibbs,2,4441.57,Active
18975,Marilyn Bartlett,2,13455.5,Active
31076,Kelsey Hodge,2,2989.85,Active
71842,Kelly Contreras,2,12559.97,Active
55698,Karen Mclean,2,75840.39,Active
29602,Justin Rogers,2,3427.73,Active
96372,Jonathan Peterson,2,24482.54,Active
76749,Joanna Wiggins,2,22214.0,Active
93121,Jeff Clark,2,74844.45,Active
62447,Jasmine Powers,2,11129.36,Active
73980,James Robertson,2,8880.8,Active
9296,Jake Ruiz,2,9013.61,Active
23098,Gregory Benson,2,16272.86,Active
25037,Gabriel Travis,2,5356.99,Active
24061,Fernando Buck Md,2,70288.92,Active
68830,Edward Jordan,2,1916.22,Active
86931,Daniel Mann,2,7477.23,Active
5696,Daniel Anderson,2,8117.92,Active
42024,Cassandra Jordan,2,12965.44,Active
84532,Benjamin Stewart,2,8028.13,Active
68658,April Shepherd,2,22291.449999999997,Active
29348,Amber Ford,2,12232.02,Active
77741,Amanda Mcintyre,2,6603.67,Active
15169,Scott Santiago,2,8893.82,Active
51093,Robert Garner,2,5373.08,Active
22120,Ralph Watkins,2,31819.31,Active
4812,Nicolas Miller,2,16480.34,Active
43374,Michael Zuniga,2,12392.2,Active
54528,Michael Richards,2,126366.52000000002,Active
72479,Michael Reilly,2,7101.0,Active
15707,Melissa Bailey,2,1231.9099999999999,Active
75180,Lance Preston,2,6638.9400000000005,Active
10600,James Reed,2,4294.48,Active
55716,Emily Zimmerman,2,3164.62,Active
67483,Elizabeth Davila,2,3948.84,Active
27188,Donald Robinson,2,16583.77,Active
63764,Derek Shelton,2,27036.219999999998,Active
13334,Dawn Garza,2,14016.27,Active
50960,Daniel Morales,2,9271.58,Active
1381,Caleb Pena,2,39301.32,Active
59080,Briana Wilkerson,2,8859.11,Active
76205,Bradley Carter,2,5679.92,Active
35542,Alejandro Nelson,2,3915.5000000000005,Active
43220,Suzanne Berry,2,9015.67,Active
99137,Sarah Combs,2,12228.550000000001,Active
69382,Natasha Barrett,2,6567.12,Active
93573,Michelle Scott,2,7446.14,Active
26499,Michael Gonzales,2,6039.33,Active
45029,Michael Barnett,2,2538.19,Active
99076,Leslie Silva,2,8493.29,Active
56805,Kenneth Powell,2,3185.85,Active
46301,Joseph Walker,2,4103.1900000000005,Active
84902,John Schneider,2,31218.25,Active
68178,Jocelyn Murphy,2,3630.8500000000004,Active
82262,Jessica Baker,2,17313.809999999998,Active
31927,Frederick Rodgers,2,8834.64,Active
32930,Eric Reynolds,2,5654.54,Active
17022,Earl Carson,2,10007.1,Active
45734,Dr. Desiree Ryan,2,3579.9999999999995,Active
16636,Chad Powers,2,5880.25,Active
39191,Brent Wade,2,6243.710000000001,Active
85375,Brenda Ramsey,2,21563.41,Active
3076,April Murphy,2,12039.470000000001,Active
39806,Alyssa Obrien,2,20453.920000000002,Active
35306,Aimee Perez,2,12840.189999999999,Active
15828,Victoria Gonzalez,2,24870.629999999997,Active
9850,Todd Smith,2,3810.7,Active
90959,Shannon Wilson,2,16035.09,Active
1455,Roger Sims,2,4169.35,Active
45931,Robert Ray,2,5582.280000000001,Active
62701,Richard Johnson,2,7061.46,Active
22944,Michele Marquez,2,24668.16,Active
13600,Michael Evans,2,7560.849999999999,Active
75460,Melanie Taylor,2,8399.91,Active
88128,Katherine Moore,2,2544.5599999999995,Active
30373,Julia Robinson,2,7508.56,Active
78250,Jimmy Payne,2,13743.349999999999,Active
72275,Jennifer Thompson,2,1508.6699999999998,Active
41295,Evelyn Le,2,9835.18,Active
97315,Danielle Morgan,2,6910.98,Active
43733,Daniel Johnson,2,4808.5,Active
81467,Craig Smith,2,8348.27,Active
80830,Charles Carlson,2,16264.01,Active
13633,Carla Ramos,2,7983.36,Active
14176,Brenda Henson,2,6317.21,Active
4566,Angela Berry,2,5672.75,Active
48683,Susan Lopez,2,7559.620000000001,Active
40958,Stephanie Gilmore,2,3028.9399999999996,Active
65864,Sheila Bates,2,2304.39,Active
41405,Samantha Dalton,2,7886.58,Active
10859,Rose Nguyen,2,42550.78,Active
82881,Nathan Thompson,2,13544.770000000002,Active
46818,Ms. Maria Russell,2,13134.23,Active
97952,Mary Chavez,2,26208.9,Active
3454,Laurie Williams,2,6158.34,Active
85716,Lauren Clayton,2,6243.4400000000005,Active
7708,Kelly Carpenter,2,4112.84,Active
32413,Keith Reyes,2,5523.48,Active
36999,Jill Brooks,2,15754.960000000001,Active
11496,James Morgan,2,5692.24,Active
4947,Frank Maldonado,2,4449.03,Active
32267,David Nguyen,2,38360.5,Active
46805,Charles Carney,2,7687.8,Active
27851,Brian White,2,7770.76,Active
54276,Benjamin Paul,2,16931.8,Active
22648,Barry Mccullough,2,31121.79,Active
61361,Susan Shaw,2,48931.020000000004,Active
86839,Steven Huang,2,7861.379999999999,Active
92175,Stephen Williams,2,17811.39,Active
17121,Nicole Berger,2,10610.6,Active
32425,Nancy Rogers,2,20426.100000000002,Active
55964,Michael Brown,2,9564.48,Active
15527,Megan Wise,2,2181.49,Active
59134,Kurt Le,2,1449.0900000000001,Active
16387,Kimberly Holland,2,1901.39,Active
52133,Justin Rangel,2,5986.9800000000005,Active
88718,Jordan Johnson,2,7277.92,Active
13077,Jonathan Kennedy,2,7794.51,Active
5719,Jesse Payne,2,3794.7799999999997,Active
69413,Jesse Ball,2,37988.73,Active
36364,Jennifer Perez,2,3946.03,Active
6623,James Nicholson,2,4856.76,Active
70970,Heather Moore,2,21395.589999999997,Active
29674,Erin Flores,2,10975.330000000002,Active
10079,David Snow,2,45212.68000000001,Active
26454,David Barber,2,61646.62,Active
40021,Danielle Combs,2,2750.27,Active
74735,Cody Glover,2,9582.66,Active
8965,Chelsea White,2,4950.36,Active
20355,Bryan Deleon,2,7533.2300000000005,Active
29222,Amanda White,2,8454.509999999998,Active
4188,Zachary Lee,2,6852.620000000001,Active
32884,Whitney Hall,2,39100.21,Active
77936,Tina Howell,2,9210.7,Active
51171,Stephanie Huber,2,3750.09,Active
78744,Sarah Lawrence,2,3497.5299999999997,Active
22501,Sandra Frank,2,6441.13,Active
55681,Mr. Cesar Lee Dvm,2,4723.71,Active
20483,Michael Stevens,2,17466.089999999997,Active
41743,Kimberly Hess,2,11097.89,Active
84964,Kimberly Gilbert,2,8804.93,Active
30292,Kayla Hicks,2,36218.15,Active
62809,Henry Wilson,2,28027.3,Active
72897,Erika Barrett,2,7595.93,Active
23263,Donald Nixon,2,5235.9,Active
12935,David Quinn,2,2005.35,Active
80585,Crystal Taylor,2,4974.08,Active
40196,Brandon Barnes,2,5901.02,Active
10748,Amber Waters,2,17088.64,Active
24744,Taylor Rasmussen,2,6971.990000000001,Active
74202,Stephanie Grant,2,14285.079999999998,Active
33817,Shannon Beard,2,36365.549999999996,Active
35224,Scott Krueger,2,22107.159999999996,Active
65074,Roberta Howard,2,11298.02,Active
56251,Nicholas Jackson,2,5185.849999999999,Active
46598,Michael Mueller,2,11305.15,Active
35487,Justin Richards,2,16264.539999999999,Active
49238,Joyce Alexander,2,11353.09,Active
95594,Jose Floyd,2,9510.369999999999,Active
80592,Jeremiah Davidson,2,40099.83,Active
22665,Jacob Young,2,18339.09,Active
90600,Eric Harris,2,17929.28,Active
97354,Elizabeth Fowler,2,5223.96,Active
23412,Ebony Lopez,2,1256.02,Active
43762,David Eaton,2,13720.15,Active
47205,Christopher Patel,2,5082.2,Active
68510,Chad Franklin,2,7749.25,Active
2815,Amber Jarvis,2,17779.239999999998,Active
18562,Aaron Miller,2,15156.36,Active
32356,Aaron Flores,2,2179.35,Active
33014,William Walsh,2,9795.140000000001,Active
73179,Teresa Wilson,2,7440.17,Active
1688,Tamara Harris,2,9120.939999999999,Active
38585,Scott Collins,2,12245.07,Active
867,Sally Good,2,9464.75,Active
3080,Rodney Sims,2,6688.9,Active
66862,Robert Rose,2,11337.880000000001,Active
28717,Rachel Marshall,2,5901.17,Active
2777,Rachel Little,2,14032.84,Active
36208,Nathan Roberts,2,3738.0400000000004,Active
61207,Mrs. Jennifer King,2,26418.18,Active
18416,Lisa Smith,2,8974.19,Active
75122,Linda Cardenas,2,13425.32,Active
18616,Kevin Powell,2,10541.59,Active
29825,Kevin Hall,2,24568.14,Active
24087,Joyce Sellers,2,7025.56,Active
78047,Jack Oneal,2,3058.08,Active
54899,Hailey Smith,2,10023.46,Active
13932,Dr. Michael Smith,2,6356.93,Active
21152,Dr. Kara Malone,2,52802.479999999996,Active
87152,Dr. Christopher Burns Md,2,7968.77,Active
37860,David Snow,2,6486.429999999999,Active
1372,Cynthia Vazquez,2,10459.18,Active
38286,Bill Crawford,2,4766.89,Active
24632,Albert Perez,2,7992.58,Active
82007,Tina Johnston,2,63600.43,Active
75276,Terry Burns,2,4890.59,Active
68502,Teresa Young,2,5079.219999999999,Active
83799,Steven Gould,2,9005.220000000001,Active
10335,Scott Lewis,2,3133.49,Active
91455,Sarah English,2,12859.2,Active
56468,Sandra Hawkins,2,8502.29,Active
15418,Robin Kent,2,4848.61,Active
58064,Mr. Bryan Wagner,2,3860.45,Active
7283,Michael Jackson,2,2269.2,Active
58157,Matthew Huff,2,9031.05,Active
17886,Latoya Ramsey,2,8124.0599999999995,Active
20724,Kayla Soto,2,6735.9800000000005,Active
84136,Kayla Grant,2,18390.72,Active
79665,Jessica Nguyen,2,6760.02,Active
71488,Jessica Gregory,2,6341.0,Active
19307,Jennifer Hunt,2,8872.49,Active
22823,Jason Tanner,2,18215.660000000003,Active
31407,James Lee,2,11721.42,Active
8371,Holly Perry,2,6463.719999999999,Active
19405,Frances Drake,2,9356.970000000001,Active
85679,Deborah Rhodes,2,15376.42,Active
8145,David Rogers,2,13732.34,Active
19547,David Jones,2,9021.1,Active
37252,Danielle Chambers,2,33947.92999999999,Active
13786,Cody Kramer,2,8365.15,Active
12243,Brittney Robles,2,3571.77,Active
91867,Bradley Gilbert,2,7039.7,Active
87241,Allison Nichols,2,6282.550000000001,Active
72630,Alexis Wells,2,10159.919999999998,Active
88932,Yvette Park,2,7608.08,Active
59808,Sonia Nguyen,2,40821.02,Active
64476,Sean Leblanc,2,54295.45,Active
48559,Sean Grant,2,4838.549999999999,Active
67536,Rachel Walton,2,47210.67999999999,Active
87418,Paul Jennings,2,6515.83,Active
12335,Olivia Schwartz,2,6624.88,Active
82302,Michelle George,2,4119.14,Active
19951,Michael Perez,2,55127.81,Active
32464,Matthew Ashley,2,8477.47,Active
87381,Lisa Perez,2,2968.9400000000005,Active
1765,Kimberly Tran,2,5952.24,Active
37392,Kevin Tran,2,6048.360000000001,Active
77709,John Pope,2,6468.0599999999995,Active
71879,Jessica Smith,2,13655.380000000001,Active
16216,Jamie Dunlap,2,14146.649999999998,Active
31731,Edward Smith,2,16973.42,Active
27977,Edward King,2,5850.75,Active
96758,Collin Gonzalez,2,24185.76,Active
18808,Christopher Romero,2,1558.3600000000001,Active
38140,Christina Lin,2,8421.48,Active
6415,Christina Barker,2,12443.609999999999,Active
82277,Chelsea Smith,2,5917.76,Active
94245,Charles Walters,2,3443.58,Active
77692,Anthony Terry,2,18322.38,Active
31838,Abigail Douglas,2,11514.46,Active
79262,Tyler Miles,2,9648.54,Active
92377,Taylor Reed,2,44753.29000000001,Active
9530,Samantha Wilson,2,10144.61,Active
14685,Rachel Boyd,2,35107.38,Active
15484,Patricia Rodriguez,2,8071.02,Active
14474,Natasha Miller,2,20937.600000000002,Active
73968,Marilyn Williams,2,77691.57999999999,Active
60468,Lindsey Smith,2,17005.18,Active
66332,Kyle Ross,2,25166.19,Active
68504,Kimberly Boone,2,9634.7,Active
70561,Jessica Schultz,2,26224.09,Active
97817,James Smith,2,11091.89,Active
82834,George Martin,2,31361.030000000002,Active
3686,Dana Wolfe,2,7130.28,Active
16418,Dana Campbell,2,10535.52,Active
23494,Cindy Herrera,2,6720.759999999999,Active
1912,Anthony Morgan,2,4071.9,Active
17466,Amanda Young,2,17655.9,Active
7905,Amanda Cross,2,40826.29,Active
2776,Yolanda Armstrong,2,7650.56,Active
88664,William Meadows,2,10452.09,Active
44534,Victoria Burke,2,35645.11,Active
50014,Thomas Byrd,2,17607.39,Active
37222,Stephanie Keller,2,84186.42,Active
54576,Shannon Williams,2,16484.510000000002,Active
13583,Scott Brown,2,4011.5,Active
5767,Robert Smith,2,10575.52,Active
27406,Mr. Luke Foster,2,8801.61,Active
60106,Mr. Brett Levine,2,11450.79,Active
25179,Melissa Lopez,2,11315.969999999998,Active
8160,Lindsey Scott,2,6952.299999999999,Active
73966,Kenneth Phillips,2,7210.83,Active
59643,Kelsey Holmes,2,4190.56,Active
69795,Katherine Moore,2,9016.38,Active
28726,John Nelson,2,33007.1,Active
3573,James Baker,2,4008.99,Active
73635,Hayley Crosby,2,10582.380000000001,Active
16299,Danielle Tran,2,8041.73,Active
5647,Brandy King,2,22027.89,Active
99859,April Webb,2,13505.86,Active
66267,Angela Wiggins,2,3941.8999999999996,Active
17244,Angela Evans,2,15164.76,Active
48742,Amber Martin,2,4297.62,Active
82086,William Blevins,2,5198.45,Active
39774,Veronica Jennings,2,7188.68,Active
47322,Suzanne Parker,2,11266.4,Active
96556,Robert Hall,2,9676.210000000001,Active
88356,Michael Myers,2,5814.85,Active
14463,Megan Mcknight,2,40160.38,Active
74205,Matthew Watkins,2,7284.200000000001,Active
26616,Mathew Roberts,2,9588.35,Active
60965,Leah Ali,2,8042.4800000000005,Active
43691,Laura Edwards,2,82941.09999999999,Active
53093,Kenneth Foster,2,5186.110000000001,Active
9232,Kaitlyn May,2,99703.43000000001,Active
80572,Kaitlin Todd,2,3630.5699999999997,Active
98801,Jason Clark,2,7162.3,Active
22701,James Flynn,2,21682.94,Active
19629,Frank Johnson,2,2543.3,Active
39687,Daniel Wright,2,10899.07,Active
29378,Brenda Hess,2,68677.21,Active
89883,Bradley Fischer,2,8700.52,Active
61115,Beth Lee,2,47130.33,Active
97937,April Rodriguez,2,7128.41,Active
59940,Angela Ortiz,2,24430.65,Active
83460,Alicia Morrow,2,13675.62,Active
11089,Alexis Woodward,2,8493.57,Active
25514,Alexander Dawson,2,10187.099999999999,Active
91412,Wendy Holt,2,6061.6,Active
75409,Steven Myers,2,68553.9,Active
4022,Stacey Moreno,2,13221.980000000001,Active
7047,Sarah Hunter,2,6057.5599999999995,Active
81655,Sarah Davis,2,17878.28,Active
33636,Roger Contreras,2,84193.24,Active
37769,Randy Patterson,2,63290.329999999994,Active
8240,Penny Vargas,2,10627.35,Active
57503,Nicholas Rodriguez,2,9032.44,Active
84858,Nicholas Escobar,2,4147.33,Active
19146,Michelle Nguyen,2,2903.2900000000004,Active
6158,Michael Morgan,2,9088.8,Active
99984,Michael Barnett,2,10711.39,Active
66288,Linda Rice,2,1798.65,Active
8312,Kimberly Garcia,2,4803.889999999999,Active
72534,Kerri Carney,2,8852.41,Active
27785,Kathleen Daniels,2,48706.44,Active
23820,Katelyn Brown,2,4011.34,Active
51289,Joseph Mcintosh,2,11500.89,Active
10833,Jenna Brown,2,3422.9300000000003,Active
83475,James Brown,2,30572.82,Active
71371,Dustin Hanna,2,2504.47,Active
74248,Dustin Bell,2,12034.97,Active
51748,Douglas Cline,2,3677.92,Active
51621,Dakota Ochoa,2,5054.37,Active
78413,Charles Knight,2,38619.3,Active
12046,Brittany Gonzalez,2,5496.91,Active
45185,Brenda Walsh,2,4664.780000000001,Active
68741,Benjamin Vega,2,4866.75,Active
86268,Anthony Roberts,2,61038.100000000006,Active
92580,Timothy Carter,2,9410.82,Active
8798,Tiffany Hogan,2,3237.2799999999997,Active
48975,Thomas Rich,2,6919.29,Active
388,Stephanie Smith,2,5696.09,Active
10216,Sarah Valentine,2,18065.45,Active
9892,Sarah Gonzalez,2,16629.2,Active
96429,Patricia Kaufman,2,35107.86,Active
46498,Natalie Hughes,2,8472.32,Active
11837,Mr. Edwin Robinson,2,3401.4700000000003,Active
15345,Michael Smith,2,5395.1,Active
57108,Kimberly Cooper,2,11076.89,Active
3464,Kathy Williams,2,19399.07,Active
11549,John Woods,2,9249.86,Active
90470,Jeremy Perkins,2,37559.62,Active
11638,Eric Dillon,2,6842.26,Active
77432,Denise Brown,2,4239.83,Active
41280,Christy Spencer,2,6461.18,Active
3395,Carrie Parker,2,3057.1099999999997,Active
96158,Carlos Washington,2,7346.92,Active
77966,Travis Bryan,2,10097.85,Active
21032,Steven Arias,2,7305.709999999999,Active
58813,Stephanie Bernard,2,9762.14,Active
71846,Samantha Mosley,2,2407.2400000000002,Active
20354,Richard Lopez,2,3986.3599999999997,Active
74852,Miss Molly Ashley,2,14240.16,Active
95486,Michael Young,2,54443.810000000005,Active
80453,Matthew Williams,2,3588.11,Active
57115,Mary Long,2,8303.22,Active
41484,Lawrence Brock,2,15926.749999999998,Active
11768,Joanna Morgan,2,7604.93,Active
90027,Jeremy Cantrell,2,15882.220000000001,Active
160,James Miller,2,2909.15,Active
79840,Felicia Wood,2,4694.85,Active
92252,Daniel Taylor,2,28821.28,Active
5855,Crystal Ortiz,2,3906.25,Active
95378,Courtney Booth,2,49339.380000000005,Active
1873,Charles Martin,2,7165.1900000000005,Active
6915,Betty White,2,5678.68,Active
68324,Anthony Murray,2,5110.860000000001,Active
56233,Stacey Odonnell,2,4737.000000000001,Active
21208,Shawn Roberts,2,4554.2300000000005,Active
84461,Samuel Berger,2,5815.9,Active
65860,Ricky Valdez,2,9568.55,Active
68129,Mr. Chris Butler,2,5911.48,Active
68640,Michael Caldwell,2,30670.16,Active
51834,Mark Franklin,2,5151.79,Active
64949,Maria Schmidt,2,13083.18,Active
97746,Linda Kramer,2,11753.69,Active
81231,Jimmy Thompson,2,5714.1900000000005,Active
12341,Jamie Hughes,2,30392.43,Active
30876,Gail Sanchez,2,2911.02,Active
88666,Edgar Nelson,2,2260.52,Active
12408,Denise Gilbert,2,8953.51,Active
68766,Dawn Gomez,2,116579.83000000002,Active
99339,Daniel Wright,2,14128.3,Active
20047,Cynthia Hall,2,46241.68000000001,Active
98502,Curtis Williams,2,4734.7300000000005,Active
3462,Christopher Bond,2,1700.8200000000002,Active
83711,Barbara Contreras,2,73690.98,Active
64715,Alexandra Carroll,2,2623.03,Active
54784,Adam Price,2,33176.840000000004,Active
26478,Aaron Henderson,2,7217.33,Active
21997,Zachary Wallace,2,11264.54,Active
42651,Virginia Johnson,2,9812.869999999999,Active
24358,Shawn Reyes,2,24809.74,Active
87387,Seth Jensen,2,9345.75,Active
56346,Scott Moreno,2,7206.9,Active
37112,Sarah Miller,2,17682.079999999998,Active
84913,Ryan Hutchinson,2,16872.12,Active
71868,Philip Simmons,2,5190.969999999999,Active
37170,Michael Taylor,2,15063.52,Active
36589,Mercedes Tyler,2,7264.549999999999,Active
4433,Martin Jackson,2,7409.990000000001,Active
43739,Madison Tanner,2,95679.09,Active
23264,Linda Gonzales,2,14596.4,Active
95101,Kimberly Gordon Dvm,2,7959.34,Active
13154,Kelly Lawson,2,11994.25,Active
67747,Jesus Clayton,2,5626.83,Active
31646,Jasmine Kennedy,2,2209.35,Active
78043,Janet Thomas,2,10844.66,Active
48065,Holly Stevens,2,22542.2,Active
45421,Holly Graves,2,8902.380000000001,Active
56110,Erik Brown,2,6603.139999999999,Active
47246,Eric Johnson,2,116057.51000000001,Active
4249,Emma Coleman,2,7824.62,Active
95560,Elizabeth Molina,2,62275.87,Active
14532,Dillon Duran,2,6137.58,Active
42435,David Howard,2,4145.69,Active
85016,Brett Clarke,2,10211.939999999999,Active
2516,Brent Hansen,2,4321.73,Active
54301,Brandy Taylor,2,4325.41,Active
93090,Ariel Gonzales,2,4957.79,Active
5921,Amy Colon,2,31295.47,Active
33013,Alexandra West,2,18794.77,Active
11184,Aaron Fischer,2,8412.67,Active
76288,William Morton,2,5810.75,Active
1292,Victor Davis,2,6266.31,Active
80948,Tina Vang,2,53254.39,Active
42041,Timothy Rogers,2,3581.74,Active
51516,Terry Frank,2,7361.799999999999,Active
32215,Susan Hernandez,2,5581.55,Active
9340,Stephen Gray,2,16558.68,Active
35821,Stephanie Carter,2,8521.68,Active
57271,Sonya Nelson,2,11795.31,Active
86309,Reginald Ross,2,4417.56,Active
91711,Rebecca Bennett,2,7162.169999999999,Active
6689,Rachel Mcdonald,2,10824.43,Active
10786,Natalie Foster,2,7965.860000000001,Active
84851,Michele Maxwell,2,4465.75,Active
5612,Michele Estes,2,7671.95,Active
92125,Maurice Christensen,2,18929.64,Active
47334,Kimberly Rivera,2,5050.85,Active
65961,Kelly Meyer,2,57410.15,Active
41080,John Stanton,2,5518.12,Active
23140,Jacob Poole,2,2222.23,Active
17103,Glenn Dunn,2,6935.4400000000005,Active
